#Name		c1			c2			c3			c4
HAT-P-70b		 0.58486435		-0.09007527		 0.14653153		-0.07499878
WASP-50b		 0.64868058		-0.35179144		 0.78661731		-0.37744493
HAT-P-9b		 0.49344819		 0.28137372		-0.10936812		-0.01975618
WASP-19b		 0.64868058		-0.35179144		 0.78661731		-0.37744493
HATS-44b		 0.72971144		-0.64799434		 1.14924689		-0.47978576
WASP-96b		 0.64868058		-0.35179144		 0.78661731		-0.37744493
WASP-101b		 0.48823622		 0.37020229		-0.27793170		 0.05680325
HATS-22b		 0.69209217		-0.62463791		 1.15694269		-0.47820828
WASP-167b		 0.45286022		 0.64035290		-0.75950550		 0.27906507
TOI-157b		 0.67859422		-0.42565568		 0.86528332		-0.40387692
WASP-17b		 0.32737046		 0.79127919		-0.77005253		 0.25384011
TOI-677b		 0.44936262		 0.38639756		-0.22042343		 0.02034523
WASP-169b		 0.51661856		 0.18688003		 0.03906254		-0.08163055
KELT-20b		 0.55533169		-0.07777967		 0.14177432		-0.07725961
WASP-120b		 0.37396539		 0.68636782		-0.66912403		 0.21938159
WASP-71b		 0.51661856		 0.18688003		 0.03906254		-0.08163055
HAT-P-18b		 0.70886632		-0.65031336		 1.17181128		-0.47843850
HAT-P-12b		 0.63443082		-0.51230031		 1.07526330		-0.46897686
XO-1b		 0.56833819		-0.09195236		 0.46123864		-0.26063925
TOI-251b		 0.52955242		 0.02953289		 0.30724793		-0.19848766
HATS-26b		 0.47415411		 0.28497873		-0.06082837		-0.04716320
HATS-40b		 0.40464731		 0.62210297		-0.60298376		 0.19448212
CoRoTID223977153b		 0.50198832		 0.17330116		 0.09001137		-0.10995555
WASP-92b		 0.44936262		 0.38639756		-0.22042343		 0.02034523
WASP-105b		 0.75478737		-0.68747064		 1.17570503		-0.48762685
TOI-237b		 0.70138665		 0.33877090		-0.42810084		 0.14251962
HAT-P-34b		 0.46698721		 0.48731598		-0.45594844		 0.13657861
WASP-72b		 0.40353681		 0.55750892		-0.46621676		 0.13012771
HATS-66b		 0.39096207		 0.71157870		-0.76232793		 0.26698783
HATS-25b		 0.56833819		-0.09195236		 0.46123864		-0.26063925
TOI-1235b		 0.68121604		 0.10873995		-0.01651837		-0.02146622
WASP-31b		 0.52502075		 0.20134155		-0.01326180		-0.05841730
WASP-78b		 0.36549759		 0.57175543		-0.39610075		 0.08413164
HATS-43b		 0.67798393		-0.55507023		 1.07952681		-0.46971005
WASP-91b		 0.71076100		-0.61099038		 1.11827522		-0.47336328
WASP-106b		 0.44869747		 0.36479323		-0.17323705		 0.00287659
WASP-132b		 0.72782114		-0.68414729		 1.19611777		-0.48158951
WASP-63b		 0.65160621		-0.34660018		 0.77191924		-0.37186754
HAT-P-43b		 0.63168924		-0.24062138		 0.61714806		-0.31397888
K2-261b		 0.71421297		-0.49746905		 0.93294405		-0.42733260
HATS-2b		 0.68057207		-0.49379205		 0.97803067		-0.44048242
WASP-117b		 0.47293064		 0.26036025		-0.02491914		-0.06148239
HAT-P-66b		 0.47415411		 0.28497873		-0.06082837		-0.04716320
WASP-46b		 0.51992267		-0.02435004		 0.43740403		-0.25988238
Qatar-1b		 0.71076100		-0.61099038		 1.11827522		-0.47336328
HATS-34b		 0.67859422		-0.42565568		 0.86528332		-0.40387692
WASP-138b		 0.40353681		 0.55750892		-0.46621676		 0.13012771
WASP-29b		 0.70886632		-0.65031336		 1.17181128		-0.47843850
WASP-131b		 0.40603679		 0.45831060		-0.26172375		 0.03181840
WASP-83b		 0.70525944		-0.48612737		 0.92664669		-0.42328464
HATS-18b		 0.70525944		-0.48612737		 0.92664669		-0.42328464
HATS-51b		 0.54303087		 0.00966754		 0.32628226		-0.20622602
KELT-14b		 0.65416964		-0.27404144		 0.64257773		-0.32175472
